ID,label
2740,1
2741,0
2742,1
2743,1
2744,1
2745,1
2747,2
2748,1
2750,1
2754,1
2755,1
2756,1
2761,1
2763,1
2766,1
2767,1
2768,1
2770,1
2772,1
2773,3
2775,1
2780,1
2781,1
2783,0
2785,1
2786,1
2788,1
2790,1
2791,3
2793,1
2794,1
2795,1
2796,1
2797,1
2803,1
2805,1
2806,1
2810,1
2813,1
2815,1
2819,1
2825,1
2827,1
2828,1
2830,1
2831,1
2832,1
2833,1
2836,1
2837,1
2843,1
2844,1
2845,1
2847,1
2852,1
2855,1
2856,1
2857,1
2859,1
2860,1
2862,1
2863,0
2869,1
2871,1
2872,1
2873,1
2874,1
2875,1
2876,1
2879,1
2881,1
2886,1
2894,1
2895,1
2896,1
2897,1
2902,0
2903,1
2904,1
2905,1
2906,1
2907,1
2908,1
2912,1
2915,0
2916,1
2917,1
2924,1
2928,1
2930,1
2931,0
2932,1
2935,1
2937,1
2938,1
2939,1
2940,2
2944,1
2946,1
2947,1
2948,1
2949,1
2952,1
2957,3
2958,1
2959,1
2961,1
2965,1
2970,1
2973,1
2976,1
2978,1
2979,1
2982,1
2988,1
2993,1
2994,1
2997,1
2998,1
2999,1
3000,1
3001,1
3003,1
3007,1
3008,1
3009,0
3012,1
3013,1
3019,1
3020,1
3022,0
3023,1
3025,1
3026,1
3027,1
3029,1
3031,3
3033,1
3034,1
3035,1
3036,0
3037,1
3038,1
3042,1
3045,1
3047,1
3048,1
3049,1
3050,3
3051,1
3052,0
3053,1
3054,1
3057,1
3060,1
3062,1
3064,1
3065,1
3070,1
3071,1
3075,1
3076,1
3078,1
3079,1
3080,1
3081,1
3083,0
3086,1
3087,1
3089,1
3090,1
3095,1
3099,1
3100,1
3101,1
3103,1
3104,1
3105,1
3107,1
3108,1
3110,1
3114,1
3118,1
3119,1
3120,1
3128,1
3131,1
3133,1
3136,1
3139,1
3141,1
3142,1
3143,1
3153,1
3154,0
3157,1
3158,1
3160,1
3164,1
3166,1
3167,0
3168,1
3169,1
3170,1
3171,3
3174,1
3175,1
3178,1
3180,1
3181,1
3182,3
3184,1
3185,0
3188,1
3191,1
3195,1
3196,1
3199,1
3203,1
3207,1
3209,1
3215,1
3217,1
3218,1
3222,1
3223,1
3224,3
3225,1
3230,1
3231,1
3235,3
3237,1
3241,1
3242,1
3243,1
3244,1
3245,1
3246,1
3248,1
3250,1
3251,1
3258,1
3259,1
3260,1
3261,1
3265,1
3268,1
3270,1
3271,1
3273,1
3276,1
3278,1
3281,1
3282,3
3284,1
3286,2
3289,1
3292,1
3293,1
3294,0
3295,1
3296,3
3297,1
3300,1
3301,1
3305,1
3306,1
3308,3
3310,1
3311,1
3312,1
3313,1
3315,1
3318,3
3323,1
3325,1
3327,1
3328,1
3332,1
3333,1
3334,1
3336,1
3342,1
3344,0
3345,1
3347,1
3349,1
3350,1
3353,1
3354,1
3357,1
3361,1
3362,1
3363,1
3364,1
3365,1
3366,1
3367,1
3368,1
3369,0
3370,1
3373,1
3375,1
3376,1
3379,1
3381,1
3383,1
3384,1
3385,1
3387,1
3388,1
3390,1
3392,1
3396,1
3401,1
3402,1
3403,1
3405,1
3406,1
3408,1
3410,1
3411,1
3412,1
3413,1
3414,1
3415,1
3416,1
3417,1
3418,1
3420,1
3422,1
3423,1
3424,1
3426,1
3430,1
3432,1
3433,1
3434,1
3437,1
3438,1
3440,0
3447,1
3448,1
3450,1
3451,1
3452,1
3454,1
3455,1
3456,1
3458,1
3459,1
3463,1
3471,1
3474,1
3477,1
3480,1
3481,1
3482,1
3486,1
3489,1
3490,2
3491,1
3492,1
3493,1
3494,1
3495,1
3498,1
3502,1
3503,1
3505,1
3506,1
3507,1
3509,1
3510,1
3513,1
3514,1
3516,1
3519,1
3520,0
3521,1
3522,1
3523,2
3524,1
3525,1
3527,1
3541,1
3542,1
3543,1
3544,1
3547,1
3548,1
3549,1
3552,1
3555,1
3556,1
3560,0
3566,1
3568,1
3569,1
3570,1
3573,1
3575,0
3580,2
3581,1
3582,1
3584,1
3588,0
3589,1
3590,1
3591,1
3592,1
3596,1
3597,1
3598,1
3603,1
3605,1
3606,1
3607,1
3608,1
3611,1
3613,1
3616,0
3622,1
3623,1
3624,1
3627,1
3628,1
3629,1
3635,1
3636,1
3638,1
3642,1
3643,1
3649,1
3650,1
3651,1
3652,1
3656,1
3657,1
3658,1
3661,1
3663,1
3664,1
3665,1
3667,1
3669,1
3670,1
3672,1
3676,1
3677,1
3678,1
3679,1
3680,1
3683,1
3684,1
3685,1
3688,1
3689,1
3690,1
3691,3
3693,1
3694,1
3697,1
3698,1
3700,1
3701,1
3702,1
3703,1
3704,1
3706,1
3711,1
3713,2
3714,1
3717,1
3718,1
3719,1
3721,1
3723,1
3724,1
3725,1
3727,1
3730,1
3732,1
3733,1
3734,1
3737,1
3738,1
3740,1
3742,1
3747,0
3748,1
3749,1
3750,1
3752,1
3754,1
3755,1
3756,1
3757,1
3758,1
3759,1
3764,1
3766,3
3767,1
3771,1
3772,0
3775,1
3777,1
3785,1
3787,0
3788,1
3791,1
3792,1
3794,1
3796,1
3799,1
3801,1
3802,0
3803,1
3805,1
3806,1
3807,1
3808,1
3809,1
3811,1
3812,1
3813,1
3814,1
3817,1
3819,1
3820,1
3821,1
3822,1
3823,1
3825,1
3826,1
3827,1
3829,1
3833,1
3837,1
3841,1
3842,1
3843,1
3844,1
3848,1
3850,1
3851,1
3852,1
3854,1
3857,1
3858,1
3859,1
3860,1
3861,1
3862,1
3863,1
3870,1
3872,1
3873,1
3874,1
3877,3
3880,1
3882,1
3885,1
3887,1
3888,1
3889,1
3891,1
3892,1
3894,1
3895,1
3896,1
3898,1
3899,1
3900,1
3903,0
3904,1
3905,1
3906,1
3907,1
3908,1
3909,1
3910,1
3911,1
3912,1
3915,1
3918,1
3919,0
3920,1
3921,1
3922,1
3923,1
3926,1
3927,1
3930,1
3931,1
3940,1
3941,1
3942,1
3954,1
3955,1
3956,1
3957,1
3958,1
3959,1
3960,1
3963,1
3964,1
3965,1
3972,0
3976,1
3978,1
3980,1
3981,1
3982,1
3983,1
3984,0
3987,1
3989,1
3990,1
3996,1
3997,1
3998,1
3999,1
4000,1
4001,1
4002,1
4003,1
4004,1
4006,1
4014,1
4017,1
4019,1
4020,1
4021,1
4022,1
4023,1
4024,1
4027,1
4030,3
4035,1
4036,1
4040,1
4050,0
4053,1
4054,1
4055,1
4056,1
4057,1
4059,1
4060,1
4061,1
4063,1
4065,1
4066,1
4069,1
4071,1
4073,1
4079,1
4081,1
4083,1
4084,1
4087,1
4090,1
4091,1
4093,1
4098,1
4099,1
4100,1
4101,1
4103,1
4104,1
4106,1
4108,1
4109,1
4110,0
4121,2
4123,1
4124,1
4127,1
4128,1
4130,1
4131,1
4132,3
4133,1
4135,1
4136,1
4138,1
4139,1
4140,1
4143,1
4147,1
4148,1
4149,2
4152,1
4153,1
4155,1
4158,1
4162,1
4163,1
4164,1
4165,1
4166,1
4167,1
4169,0
4170,1
4174,1
4180,1
4182,1
4187,1
4189,1
4191,1
4197,1
4198,1
4199,1
4200,1
4201,3
4204,1
4205,1
4206,1
4207,0
4213,1
4218,1
4220,1
4221,1
4223,1
4225,1
4226,1
4227,1
4228,1
4229,1
4230,1
4233,1
4235,2
4238,1
4239,0
4241,1
4244,1
4245,1
4246,1
4250,1
4251,1
4252,1
4253,1
4255,1
4256,1
4257,1
4258,0
4259,1
4260,1
4261,1
4262,1
4264,1
4266,1
4269,1
4270,0
4275,1
4277,1
4279,1
4282,1
4291,1
4292,1
4294,1
4295,1
4298,1
4300,1
4301,1
4302,1
4304,1
4305,1
4306,1
4307,1
4308,0
4309,1
4311,1
4313,1
4314,1
4315,1
4316,1
4317,1
4319,1
4321,2
4324,1
4327,1
4329,1
4331,1
4334,0
4337,1
4339,1
4340,1
4343,1
4345,1
4346,2
4349,1
4350,1
4354,1
4357,1
4358,1
4362,1
4363,1
4366,1
4367,1
4369,1
4370,1
4371,1
4373,1
4375,0
4378,1
4379,1
4381,1
4382,1
4386,1
4387,1
4388,1
4390,1
4394,0
4397,1
4400,1
4402,1
4403,1
4404,1
4405,1
4407,1
4409,1
4410,1
4411,1
4413,1
4414,1
4416,1
4417,1
4421,1
4424,1
4426,1
4427,1
4429,1
4430,1
4432,1
4433,1
4435,0
4438,1
4442,1
4443,1
4448,1
4449,1
4450,0
4451,1
4453,1
4454,1
4455,1
4459,1
4463,1
4464,1
4467,0
4470,1
4471,1
4473,1
4474,1
4476,1
4477,1
4481,1
4482,1
4487,1
4496,1
4497,1
4501,1
4502,1
4504,1
4509,1
4512,3
4514,1
4515,1
4517,1
4518,1
4520,1
4522,1
4523,1
4524,1
4525,1
4526,1
4527,1
4528,3
4529,1
4530,1
4535,1
4538,1
4540,1
4541,1
4543,1
4544,1
4546,1
4547,1
4548,1
4550,1
4552,1
4553,1
4555,1
4557,1
4558,1
4560,1
4563,1
4564,1
4565,1
4567,1
4568,1
4571,1
4572,0
4576,1
4579,1
4581,1
4584,1
4586,0
4588,1
4589,1
4590,1
4591,1
4592,1
4593,3
4594,1
4597,1
4598,1
4599,1
4600,1
4604,1
4609,1
4611,1
4612,1
4614,1
4615,0
4616,1
4621,1
4623,1
4624,1
4628,0
4630,2
4632,1
4636,1
4637,1
4638,1
4641,1
4643,1
4645,1
4651,1
4652,1
4653,1
4654,1
4656,1
4657,1
4658,1
4659,1
4664,1
4669,1
4674,1
4678,1
4679,1
4681,0
4684,1
4687,1
4689,1
4691,1
4694,1
4695,1
4696,0
4698,1
4699,1
4701,1
4703,1
4704,1
4705,1
4706,1
4709,1
4711,1
4712,1
4713,1
4714,1
4715,1
4719,1
4722,2
4724,1
4725,1
4728,1
4730,1
4733,1
4734,0
4740,1
4741,2
4742,1
4743,1
4745,1
4746,1
4748,1
4751,1
4753,1
4754,1
4760,3
4761,1
4762,1
4768,1
4773,1
4775,1
4779,1
4781,1
4782,1
4783,1
4785,3
4790,1
4793,1
4794,1
4797,1
4798,1
4799,1
4800,1
4801,0
4802,1
4804,1
4806,1
4808,1
4810,1
4811,1
4812,1
4813,1
4814,3
4815,1
4819,1
4822,1
4826,1
4827,1
4828,1
4832,1
4834,1
4835,1
4839,1
4845,1
4846,1
4847,3
4848,1
4850,1
4853,2
4854,1
4855,1
4856,1
4857,0
4859,1
4861,1
4862,1
4866,1
4870,1
4871,1
4872,1
4874,1
4879,1
4881,1
4882,1
4883,1
4884,1
4885,1
4887,1
4891,1
4892,1
4894,1
4897,1
4898,1
4900,0
4905,1
4906,1
4907,1
4908,1
4909,1
4911,1
4913,3
4914,1
4918,1
4919,1
4921,1
4922,1
4923,1
4924,1
4925,1
4926,1
4929,1
4930,1
4932,1
4933,1
4935,1
4937,3
4938,1
4940,0
4941,1
4946,1
4949,1
4950,1
4954,0
4955,1
4959,1
4961,1
4962,1
4963,1
4964,1
4965,1
4966,1
4967,1
4970,1
4972,1
4974,1
4977,1
4980,1
4981,1
4989,1
4990,1
4991,1
4992,1
4993,1
4996,1
4997,1
4998,1
4999,1
5000,1
5001,1
5003,1
5008,1
5010,1
5012,1
5013,1
5016,3
5017,1
5024,1
5026,1
5027,1
5028,1
5029,1
5030,1
5031,0
5033,1
5035,1
5037,1
5040,1
5041,1
5042,1
5043,1
5044,1
5045,1
5047,1
5048,1
5050,0
5056,1
5058,1
5060,1
5061,1
5064,1
5066,1
5067,1
5068,1
5070,1
5072,1
5073,1
5078,1
5082,1
5084,1
5085,1
5086,1
5087,1
5090,0
5091,1
5092,1
5096,1
5097,1
5098,1
5100,1
5102,1
5106,1
5110,1
5116,1
5117,1
5119,2
5120,1
5121,1
5124,1
5126,1
5130,1
5131,1
5133,1
5136,1
5138,1
5139,1
5140,1
5141,1
5145,1
5146,1
5147,1
5151,1
5152,1
5153,1
5156,1
5157,1
5158,2
5160,1
5161,1
5162,1
5163,1
5168,1
5170,1
5173,1
5174,1
5175,1
5177,1
5178,1
5179,1
5180,1
5181,1
5182,0
5183,1
5187,1
5192,1
5194,1
5195,1
5197,1
5198,1
5201,1
5202,3
5206,1
5209,1
5210,1
5211,1
5213,1
5215,0
5216,1
5217,1
5219,1
5221,1
5223,1
5226,1
5228,1
5230,1
5231,1
5235,0
5236,1
5238,1
5242,1
5243,3
5245,1
5246,1
5247,1
5249,1
5250,0
5252,3
5254,1
5258,1
5261,1
5262,1
5263,1
5264,1
5265,0
5267,1
5269,1
5270,1
5271,1
5272,1
5273,1
5274,1
5278,1
5282,1
5288,1
5291,1
5295,1
5296,1
5298,1
5300,1
5301,1
5303,1
5304,1
5307,1
5311,1
5313,1
5314,1
5315,1
5318,1
5321,1
5322,1
5324,1
5325,1
5326,1
5327,1
5328,1
5330,1
5332,1
5333,1
5335,1
5337,1
5339,1
5340,3
5342,1
5343,1
5344,1
5346,1
5347,1
5350,1
5351,1
5352,1
5353,1
5354,1
5357,2
5358,1
5359,1
5361,1
5363,1
5365,1
5369,1
5372,1
5374,1
5377,1
5380,1
5381,1
5382,1
5385,1
5386,1
5387,1
5388,1
5390,1
5392,1
5394,1
5396,1
5400,1
5405,1
5406,1
5409,1
5410,1
5411,1
5412,1
5415,1
5416,1
5419,1
5422,1
5423,1
5427,1
5428,1
5430,1
5432,1
5433,0
5434,1
5435,1
5436,1
5438,1
5439,1
5441,1
5442,1
5443,1
5445,1
5448,0
5449,1
5450,1
5453,1
5454,1
5457,2
5461,1
5470,1
5471,1
5473,1
5477,1
5478,1
5481,1
5483,1
5484,1
5487,1
5489,1
5490,1
5491,1
5492,1
5493,1
5494,1
5498,1
5500,1
5501,1
5502,1
5505,1
5506,3
5508,1
5510,1
5513,1
5514,0
5515,1
5519,1
5520,1
5523,1
5524,1
5525,1
5526,1
5530,1
5531,1
5534,1
5537,3
5538,1
5539,1
5541,1
5542,1
5543,1
5544,1
5545,1
5546,1
5549,1
5552,1
5553,1
5556,1
5557,1
5558,1
5564,1
5569,1
5570,1
5571,1
5573,1
5575,1
5577,1
5578,1
5582,3
5585,1
5588,1
5590,1
5600,1
5601,1
5604,1
5606,1
5611,0
5615,1
5617,1
5618,1
5619,1
5620,1
5622,1
5624,1
5625,1
5626,0
5627,1
5630,1
5632,1
5634,1
5635,1
5636,1
5637,1
5641,1
5642,1
5643,1
5644,1
5647,1
5648,1
5650,1
5651,1
5652,1
5654,1
5657,1
5659,1
5660,1
5661,1
5664,1
5665,1
5666,0
5668,1
5669,1
5677,1
5678,1
5680,1
5681,1
5682,1
5684,1
5685,1
5686,1
5689,1
5695,1
5696,1
5700,1
5701,1
5702,1
5703,1
5705,1
5706,1
5708,1
5711,1
5712,1
5713,1
5715,2
5716,1
5717,1
5719,1
5720,3
5722,1
5727,1
5728,1
5732,1
5734,1
5735,1
5737,1
5738,1
5739,1
5740,1
5742,1
5743,1
5744,1
5746,1
5749,1
5753,1
5756,1
5759,1
5761,1
5763,1
5764,1
5765,1
5767,1
5775,1
5779,1
5781,1
5785,1
5787,1
5792,1
5795,1
5798,1
5799,1
5800,1
5802,1
5807,1
5809,1
5810,1
5811,1
5812,1
